"system","original_value","reproduced_value","pearson_corr","pearson_p","spearman_corr","spearman_p"
"vae",58,56.99999999999999,0.9917304874831319,0.008269512516868138,1.0,0.0
"sep_ae",-6,-13.444444444444445,0.9917304874831319,0.008269512516868138,1.0,0.0
"lbow",-12,1.4444444444444444,0.9917304874831319,0.008269512516868138,1.0,0.0
"dips",-39,-45.0,0.9917304874831319,0.008269512516868138,1.0,0.0
